"ano";"cod_mun";"homicidio";"suicidio";"armas";"drogas";"alcool"
"35544091";2001;3554409;1;0;0;0;0
"35545081";2001;3554508;2;0;0;0;3
"35546071";2001;3554607;0;0;0;0;0
"35546561";2001;3554656;0;0;0;0;0
"35547061";2001;3554706;2;0;0;0;0
"35547551";2001;3554755;0;0;0;0;0
"35548051";2001;3554805;3;0;0;0;0
"35549041";2001;3554904;0;0;0;0;0
"35549531";2001;3554953;0;0;0;0;1
"35550001";2001;3555000;3;0;0;1;9
"35551091";2001;3555109;1;0;0;0;1
"35552081";2001;3555208;0;0;0;0;0
"35553071";2001;3555307;0;0;0;0;0
"35553561";2001;3555356;0;0;0;0;0
"35554061";2001;3555406;26;0;0;0;11
"35555051";2001;3555505;0;0;0;0;0
"35556041";2001;3555604;0;0;0;0;0
"35557031";2001;3555703;0;0;0;0;0
"35558021";2001;3555802;0;0;0;0;0
"35559011";2001;3555901;0;0;0;0;0
"35560081";2001;3556008;1;0;0;0;0
"35561071";2001;3556107;0;0;0;0;0
"35562061";2001;3556206;17;0;0;0;8
"35563051";2001;3556305;4;0;0;0;0
"35563541";2001;3556354;0;0;0;0;0
"35564041";2001;3556404;1;0;0;0;3
"35564531";2001;3556453;19;0;0;0;2
"35565031";2001;3556503;22;0;0;0;1
"35566021";2001;3556602;1;0;0;0;0
"35567011";2001;3556701;1;0;0;0;5
"35568001";2001;3556800;3;0;0;0;1
"35569091";2001;3556909;1;0;0;0;0
"35569581";2001;3556958;0;0;0;0;0
"35570061";2001;3557006;6;0;0;0;6
"35571051";2001;3557105;9;0;0;0;2
"35571541";2001;3557154;0;0;0;0;0
"35572041";2001;3557204;2;0;0;0;3
"35573031";2001;3557303;1;0;0;0;0
"41001031";2001;4100103;0;0;0;0;2
"41002021";2001;4100202;0;0;0;0;0
"41003011";2001;4100301;1;0;1;0;1
"41004001";2001;4100400;34;0;1;0;7
"41004591";2001;4100459;1;0;0;0;0
"41005091";2001;4100509;1;0;0;0;3
"41006081";2001;4100608;1;0;1;0;2
"41007071";2001;4100707;2;0;0;0;0
"41008061";2001;4100806;1;0;0;0;1
"41009051";2001;4100905;1;0;0;0;1
"41010021";2001;4101002;1;0;0;0;1
"41010511";2001;4101051;0;0;0;0;0
"41011011";2001;4101101;2;0;0;1;4
"41011501";2001;4101150;0;0;0;0;0
"41012001";2001;4101200;2;0;0;0;2
"41013091";2001;4101309;0;0;0;0;1
"41014081";2001;4101408;13;0;1;0;17
"41015071";2001;4101507;5;0;2;0;8
"41016061";2001;4101606;5;0;0;0;3
"41016551";2001;4101655;0;0;1;0;0
"41017051";2001;4101705;1;0;0;0;0
"41018041";2001;4101804;22;0;0;0;2
"41018531";2001;4101853;0;0;0;0;0
"41019031";2001;4101903;2;0;0;0;6
"41020001";2001;4102000;1;0;0;0;3
"41021091";2001;4102109;1;0;0;0;2
"41022081";2001;4102208;0;0;0;0;0
"41023071";2001;4102307;1;0;0;0;0
"41024061";2001;4102406;5;0;0;0;11
"41025051";2001;4102505;2;0;0;0;0
"41026041";2001;4102604;0;0;0;0;2
"41027031";2001;4102703;0;0;0;0;0
"41027521";2001;4102752;0;0;1;0;0
"41028021";2001;4102802;1;0;0;0;3
"41029011";2001;4102901;5;0;1;0;1
"41030081";2001;4103008;1;0;0;0;1
"41030401";2001;4103040;1;0;0;0;1
"41030571";2001;4103057;3;0;1;0;1
"41031071";2001;4103107;2;0;0;0;0
"41031561";2001;4103156;0;0;0;0;0
"41032061";2001;4103206;3;0;0;0;0
"41032221";2001;4103222;0;0;0;0;0
"41033051";2001;4103305;1;0;0;0;2
"41033541";2001;4103354;1;0;0;0;1
"41033701";2001;4103370;1;0;1;0;0
"41034041";2001;4103404;0;0;0;0;0
"41034531";2001;4103453;1;0;0;0;0
"41034791";2001;4103479;0;0;0;0;0
"41035031";2001;4103503;0;0;0;0;1
"41036021";2001;4103602;4;0;0;0;6
"41037011";2001;4103701;17;0;1;0;5
"41038001";2001;4103800;1;0;0;0;0
"41039091";2001;4103909;0;0;0;0;2
"41039581";2001;4103958;0;0;0;0;2
"41040061";2001;4104006;27;0;1;0;3
"41040551";2001;4104055;0;0;0;0;0
"41041051";2001;4104105;1;0;0;0;0
"41042041";2001;4104204;12;0;2;0;12
"41042531";2001;4104253;1;0;0;0;0
"41043031";2001;4104303;20;0;2;0;17
"41044021";2001;4104402;1;0;0;0;0
"41044281";2001;4104428;3;0;0;0;1
"41044511";2001;4104451;5;0;0;0;3
"41045011";2001;4104501;2;0;0;0;0
"41046001";2001;4104600;1;0;0;0;1
"41046591";2001;4104659;0;0;0;0;0
"41047091";2001;4104709;0;0;0;0;3
"41048081";2001;4104808;74;0;9;2;22
"41049071";2001;4104907;12;0;1;0;4
"41050031";2001;4105003;0;0;0;0;0
"41051021";2001;4105102;0;0;0;0;1
"41052011";2001;4105201;0;0;0;0;0
"41053001";2001;4105300;0;0;0;0;0
"41054091";2001;4105409;1;0;0;0;0
"41055081";2001;4105508;5;0;2;0;9
"41056071";2001;4105607;0;0;0;0;2
"41057061";2001;4105706;5;0;0;0;1
"41058051";2001;4105805;36;0;0;1;7
"41059041";2001;4105904;1;0;0;0;0
"41060011";2001;4106001;1;0;0;0;3
"41061001";2001;4106100;0;0;0;0;0
"41062091";2001;4106209;2;0;0;0;1
"41063081";2001;4106308;2;0;0;0;1
"41064071";2001;4106407;7;0;1;1;13
"41064561";2001;4106456;3;0;0;0;0
"41065061";2001;4106506;0;0;0;0;0
"41065551";2001;4106555;1;0;0;0;0
"41065711";2001;4106571;0;0;0;0;0
"41066051";2001;4106605;2;0;0;0;2
"41067041";2001;4106704;0;0;0;0;0
"41068031";2001;4106803;2;0;1;0;2
"41068521";2001;4106852;0;0;0;0;0
"41069021";2001;4106902;453;0;33;5;92
"41070091";2001;4107009;2;0;0;0;6
"41071081";2001;4107108;0;0;0;0;0
"41071241";2001;4107124;1;0;0;0;0
"41071571";2001;4107157;0;0;0;0;1
"41072071";2001;4107207;6;0;1;0;1
"41072561";2001;4107256;0;0;0;0;0
"41073061";2001;4107306;0;0;0;0;0
"41074051";2001;4107405;0;0;0;0;0
"41075041";2001;4107504;1;0;0;0;1
"41075201";2001;4107520;0;0;0;0;0
"41075381";2001;4107538;0;0;0;0;0
"41075461";2001;4107546;0;0;0;0;0
"41075531";2001;4107553;2;0;0;0;0
"41076031";2001;4107603;3;0;1;0;2
"41076521";2001;4107652;17;0;0;0;4
"41077021";2001;4107702;1;0;0;0;0
"41077361";2001;4107736;0;0;0;0;0
"41077511";2001;4107751;3;0;0;0;0
"41078011";2001;4107801;0;0;0;0;0
"41078501";2001;4107850;1;0;0;0;0
"41079001";2001;4107900;0;0;0;0;1
"41080071";2001;4108007;1;0;0;0;1
"41081061";2001;4108106;0;0;0;0;0
"41082051";2001;4108205;1;0;1;0;0
"41083041";2001;4108304;233;0;3;2;51
"41083201";2001;4108320;1;0;0;0;0
"41084031";2001;4108403;13;0;0;0;11
"41084521";2001;4108452;0;0;0;0;0
"41085021";2001;4108502;8;0;0;0;1
"41085511";2001;4108551;1;0;0;0;0
"41086011";2001;4108601;5;0;1;0;5
"41086501";2001;4108650;0;0;1;0;1
"41087001";2001;4108700;0;0;0;0;0
"41088091";2001;4108809;19;0;0;0;1
"41089081";2001;4108908;2;0;0;0;1
"41089571";2001;4108957;0;0;0;0;0
"41090051";2001;4109005;0;0;0;0;2
"41091041";2001;4109104;0;0;0;0;0
"41092031";2001;4109203;0;0;0;0;1
"41093021";2001;4109302;7;0;1;0;4
"41094011";2001;4109401;46;0;1;0;14
"41095001";2001;4109500;0;0;0;0;1
"41096091";2001;4109609;12;0;0;1;1
"41096581";2001;4109658;2;0;0;1;2
"41097081";2001;4109708;4;0;1;0;7
"41097571";2001;4109757;3;0;0;0;0
"41098071";2001;4109807;11;0;0;0;4
"41099061";2001;4109906;1;0;0;0;1
"41100031";2001;4110003;1;0;0;0;0
"41100521";2001;4110052;0;0;0;0;0
"41100781";2001;4110078;1;0;1;0;0
"41101021";2001;4110102;8;0;0;0;5
"41102011";2001;4110201;1;0;1;0;2
"41103001";2001;4110300;1;0;0;0;0
"41104091";2001;4110409;0;0;0;0;0
"41105081";2001;4110508;2;0;1;0;1
"41106071";2001;4110607;3;0;0;0;0
"41106561";2001;4110656;0;0;0;0;0
"41107061";2001;4110706;5;0;2;0;5
"41108051";2001;4110805;2;0;0;0;2
"41109041";2001;4110904;1;0;0;0;0
"41109531";2001;4110953;0;0;0;0;2
"41110011";2001;4111001;1;0;0;0;3
"41111001";2001;4111100;0;0;0;0;1
"41112091";2001;4111209;0;0;1;0;0
"41112581";2001;4111258;9;0;1;0;2
"41113081";2001;4111308;0;0;0;0;0
"41114071";2001;4111407;1;0;0;0;1
"41115061";2001;4111506;7;0;1;0;6
"41115551";2001;4111555;0;0;0;0;0
"41116051";2001;4111605;0;0;0;0;0
"41117041";2001;4111704;0;0;0;0;0
"41118031";2001;4111803;7;0;0;0;8
"41119021";2001;4111902;2;0;0;0;2
"41120091";2001;4112009;7;0;0;0;5
"41121081";2001;4112108;1;0;0;0;4
"41122071";2001;4112207;0;0;0;0;1
"41123061";2001;4112306;0;0;0;0;0
"41124051";2001;4112405;0;0;0;0;0
"41125041";2001;4112504;1;0;0;0;1
"41126031";2001;4112603;0;0;0;0;0
"41127021";2001;4112702;7;0;0;0;1
"41127511";2001;4112751;0;0;0;0;0
"41128011";2001;4112801;0;0;0;0;2
"41129001";2001;4112900;0;0;0;0;1
"41129591";2001;4112959;0;0;0;0;0
"41130071";2001;4113007;0;0;0;0;1
"41131061";2001;4113106;1;0;0;0;0
"41132051";2001;4113205;3;0;1;0;13
"41132541";2001;4113254;1;0;1;0;1
"41133041";2001;4113304;17;0;3;0;14
"41134031";2001;4113403;0;0;0;0;0
"41134291";2001;4113429;0;0;0;0;0
"41134521";2001;4113452;0;0;0;0;0
"41135021";2001;4113502;1;0;1;0;6
"41136011";2001;4113601;0;0;0;0;0
"41137001";2001;4113700;127;0;7;1;86
"41137341";2001;4113734;1;0;0;0;0
"41137591";2001;4113759;0;0;0;0;2
"41138091";2001;4113809;0;0;0;0;0
"41139081";2001;4113908;0;0;0;0;1
"41140051";2001;4114005;2;0;0;0;1
"41141041";2001;4114104;0;0;1;0;1
"41142031";2001;4114203;2;0;0;0;2
"41143021";2001;4114302;4;0;0;0;4
"41143511";2001;4114351;0;0;0;0;0
"41144011";2001;4114401;4;0;1;0;0
"41145001";2001;4114500;0;0;0;0;0
"41146091";2001;4114609;6;0;0;0;13
"41147081";2001;4114708;0;0;0;0;1
"41148071";2001;4114807;2;0;0;0;2
"41149061";2001;4114906;2;0;0;0;1
"41150021";2001;4115002;0;0;0;0;2
"41151011";2001;4115101;4;0;0;0;1
"41152001";2001;4115200;22;0;2;0;27
"41153091";2001;4115309;0;0;0;0;1
"41153581";2001;4115358;0;0;1;0;0
"41154081";2001;4115408;4;0;0;0;0
"41154571";2001;4115457;1;0;0;0;0
"41155071";2001;4115507;0;0;0;0;0
"41156061";2001;4115606;0;0;1;0;3
"41157051";2001;4115705;4;0;0;0;7
"41157391";2001;4115739;1;0;0;0;0
"41157541";2001;4115754;0;0;0;0;0
"41158041";2001;4115804;5;0;1;0;2
"41158531";2001;4115853;0;0;0;0;0
"41159031";2001;4115903;0;0;0;0;0
"41160001";2001;4116000;0;0;0;0;0
"41160591";2001;4116059;2;0;1;0;0
"41161091";2001;4116109;1;0;0;0;0
"41162081";2001;4116208;2;0;0;0;4
"41163071";2001;4116307;0;0;0;0;0
"41164061";2001;4116406;0;0;0;0;1
"41165051";2001;4116505;0;0;0;0;0
"41166041";2001;4116604;0;0;0;0;0
"41167031";2001;4116703;1;0;0;0;1
"41168021";2001;4116802;1;0;0;0;0
"41169011";2001;4116901;3;0;1;0;2
"41169501";2001;4116950;0;0;0;0;0
"41170081";2001;4117008;1;0;0;0;0
"41170571";2001;4117057;1;0;1;0;0
"41171071";2001;4117107;1;0;0;1;1
"41172061";2001;4117206;0;0;0;0;2
"41172141";2001;4117214;1;0;0;0;1
"41172221";2001;4117222;0;0;0;0;0
"41172551";2001;4117255;0;0;0;0;1
"41172711";2001;4117271;4;0;0;0;0
"41172971";2001;4117297;0;0;0;0;0
"41173051";2001;4117305;5;0;0;0;0
"41174041";2001;4117404;0;0;0;0;1
"41174531";2001;4117453;0;0;0;0;0
"41175031";2001;4117503;6;0;1;0;1
"41176021";2001;4117602;8;0;0;0;5
"41177011";2001;4117701;3;0;0;0;2
"41178001";2001;4117800;4;0;0;0;1
"41179091";2001;4117909;2;0;0;0;1
"41180061";2001;4118006;0;0;0;0;4
"41181051";2001;4118105;1;0;0;0;1
"41182041";2001;4118204;28;0;1;0;12
"41183031";2001;4118303;0;0;0;0;1
"41184021";2001;4118402;10;0;1;1;7
"41184511";2001;4118451;0;0;0;0;0
"41185011";2001;4118501;7;0;4;0;1
"41186001";2001;4118600;1;0;0;0;0
"41187091";2001;4118709;0;0;0;0;1
"41188081";2001;4118808;3;0;0;0;2
"41188571";2001;4118857;0;0;0;0;0
"41189071";2001;4118907;1;0;0;0;1
"41190041";2001;4119004;0;0;0;0;0
"41191031";2001;4119103;1;0;0;0;2
"41191521";2001;4119152;16;0;2;0;2
"41192021";2001;4119202;0;0;0;0;0
"41192511";2001;4119251;0;0;0;0;0
"41193011";2001;4119301;7;0;1;0;3
"41194001";2001;4119400;1;0;1;0;5
"41195091";2001;4119509;51;0;2;0;15
"41196081";2001;4119608;4;0;0;0;1
"41196571";2001;4119657;0;0;0;0;0
"41197071";2001;4119707;0;0;0;0;1
"41198061";2001;4119806;0;0;0;0;0
"41199051";2001;4119905;72;0;5;0;26
"41199541";2001;4119954;3;0;0;0;1
"41200021";2001;4120002;1;0;0;0;3
"41201011";2001;4120101;0;0;0;0;0
"41201501";2001;4120150;0;0;0;0;0
"41202001";2001;4120200;0;0;0;0;2
"41203091";2001;4120309;0;0;0;0;0
"41203331";2001;4120333;0;0;0;0;0
"41203581";2001;4120358;0;0;0;0;1
"41204081";2001;4120408;0;0;0;0;0
"41205071";2001;4120507;1;0;0;0;0
"41206061";2001;4120606;9;0;2;0;10
"41206551";2001;4120655;0;0;0;0;0
"41207051";2001;4120705;0;0;0;0;1
"41208041";2001;4120804;2;0;0;0;0
"41208531";2001;4120853;0;0;0;0;0
"41209031";2001;4120903;9;0;3;0;7
"41210001";2001;4121000;3;0;0;0;3
"41211091";2001;4121109;0;0;0;0;0
"41212081";2001;4121208;6;0;0;0;1
"41212571";2001;4121257;0;0;0;0;1
"41213071";2001;4121307;0;0;0;0;1
"41213561";2001;4121356;0;0;0;0;0
"41214061";2001;4121406;0;0;1;0;0
"41215051";2001;4121505;1;0;0;0;3
"41216041";2001;4121604;1;0;0;0;0
"41217031";2001;4121703;6;0;1;0;2
"41217521";2001;4121752;0;0;0;0;0
"41218021";2001;4121802;1;0;0;0;5
"41219011";2001;4121901;0;0;0;0;2
"41220081";2001;4122008;1;0;0;0;4
"41221071";2001;4122107;1;0;0;0;0
"41221561";2001;4122156;4;0;0;0;0
"41221721";2001;4122172;0;0;0;0;0
"41222061";2001;4122206;11;0;1;0;0
"41223051";2001;4122305;1;0;0;0;8
"41224041";2001;4122404;4;0;0;0;6
"41225031";2001;4122503;3;0;0;0;0
"41226021";2001;4122602;0;0;0;0;0
"41226511";2001;4122651;0;0;0;0;1
"41227011";2001;4122701;0;0;0;0;1
"41228001";2001;4122800;1;0;0;0;0
"41229091";2001;4122909;0;0;0;0;1
"41230061";2001;4123006;0;0;0;0;0
"41231051";2001;4123105;1;0;0;0;0
"41232041";2001;4123204;1;0;0;0;0
"41233031";2001;4123303;4;0;0;0;1
"41234021";2001;4123402;0;0;0;0;1
"41235011";2001;4123501;5;0;0;0;0
"41236001";2001;4123600;0;0;0;0;0
"41237091";2001;4123709;2;0;0;0;0
"41238081";2001;4123808;1;0;0;0;1
"41238241";2001;4123824;2;0;0;0;0
"41238571";2001;4123857;2;0;0;0;0
"41239071";2001;4123907;1;0;0;0;3
"41239561";2001;4123956;0;0;0;0;1
"41240041";2001;4124004;0;0;0;0;1
"41240201";2001;4124020;1;0;0;0;0
"41240531";2001;4124053;5;0;0;0;5
"41241031";2001;4124103;6;0;0;0;4
"41242021";2001;4124202;0;0;0;0;0
"41243011";2001;4124301;0;0;0;0;1
"41244001";2001;4124400;0;0;0;0;2
"41245091";2001;4124509;0;0;0;0;0
"41246081";2001;4124608;1;0;0;0;0
"41247071";2001;4124707;1;0;0;0;3
"41248061";2001;4124806;2;0;2;0;0
"41249051";2001;4124905;0;0;0;0;0
"41250011";2001;4125001;0;0;0;0;0
"41251001";2001;4125100;1;0;0;0;1
"41252091";2001;4125209;0;0;0;0;0
"41253081";2001;4125308;0;0;0;0;0
"41253571";2001;4125357;0;0;0;0;0
"41254071";2001;4125407;0;0;0;0;0
"41254561";2001;4125456;1;0;0;0;0
"41255061";2001;4125506;59;0;2;0;22
"41255551";2001;4125555;0;0;0;0;1
"41256051";2001;4125605;5;0;1;0;11
"41257041";2001;4125704;3;0;0;0;2
"41257531";2001;4125753;2;0;0;0;0
"41258031";2001;4125803;1;0;0;0;3
"41259021";2001;4125902;0;0;0;0;1
"41260091";2001;4126009;0;0;0;0;5
"41261081";2001;4126108;0;0;0;0;3
"41262071";2001;4126207;0;0;0;0;1
"41262561";2001;4126256;13;0;2;0;9
"41262721";2001;4126272;0;0;0;0;0
"41263061";2001;4126306;4;0;0;0;3
"41263551";2001;4126355;0;0;0;0;0
"41264051";2001;4126405;0;0;0;0;0
"41265041";2001;4126504;1;0;0;0;1
"41266031";2001;4126603;0;0;0;0;3
"41266521";2001;4126652;3;0;0;0;0
"41266781";2001;4126678;1;0;0;0;2
"41267021";2001;4126702;0;0;0;0;0
"41268011";2001;4126801;1;0;0;0;1
"41269001";2001;4126900;2;0;1;0;1
"41270071";2001;4127007;0;0;0;0;6
"41271061";2001;4127106;13;0;1;0;10
"41272051";2001;4127205;0;0;0;0;2
"41273041";2001;4127304;2;0;0;0;2
"41274031";2001;4127403;2;0;0;0;1
"41275021";2001;4127502;2;0;0;0;2
"41276011";2001;4127601;0;0;1;0;0
"41277001";2001;4127700;10;0;2;0;6
"41278091";2001;4127809;1;0;0;1;2
"41278581";2001;4127858;3;0;0;0;1
"41278821";2001;4127882;1;0;0;0;0
"41279081";2001;4127908;1;0;0;0;2
"41279571";2001;4127957;0;0;1;0;0
"41279651";2001;4127965;5;0;0;0;1
"41280051";2001;4128005;5;0;0;0;2
"41281041";2001;4128104;17;0;2;0;6
"41282031";2001;4128203;5;0;1;0;8
"41283021";2001;4128302;0;0;0;0;1
"41284011";2001;4128401;0;0;0;0;3
"41285001";2001;4128500;2;0;0;0;8
"41285341";2001;4128534;0;0;1;0;0
"41285591";2001;4128559;0;0;0;0;0
"41286091";2001;4128609;1;0;0;0;1
"41286251";2001;4128625;0;0;0;0;0
"41286331";2001;4128633;0;0;0;0;0
"41286581";2001;4128658;1;0;1;0;1
"41287081";2001;4128708;2;0;0;0;0
"41288071";2001;4128807;1;0;0;0;0
"42000511";2001;4200051;0;0;0;0;0
"42001011";2001;4200101;5;0;1;0;0
"42002001";2001;4200200;0;0;0;0;0
"42003091";2001;4200309;0;0;0;0;0
"42004081";2001;4200408;1;0;0;0;0
"42005071";2001;4200507;0;0;0;0;0
"42005561";2001;4200556;0;0;1;0;0
"42006061";2001;4200606;0;0;0;0;0
"42007051";2001;4200705;1;0;0;0;0
"42007541";2001;4200754;0;0;0;0;0
"42008041";2001;4200804;1;0;1;0;2
"42009031";2001;4200903;0;0;0;0;0
"42010001";2001;4201000;0;0;0;0;1
"42011091";2001;4201109;0;0;0;0;0
"42012081";2001;4201208;0;0;0;0;0
"42012571";2001;4201257;1;0;0;0;0
"42012731";2001;4201273;0;0;0;0;0
"42013071";2001;4201307;0;0;0;0;3
"42014061";2001;4201406;6;0;0;0;7
"42015051";2001;4201505;0;0;0;0;0
"42016041";2001;4201604;0;0;0;0;0
"42016531";2001;4201653;0;0;1;0;0
"42017031";2001;4201703;0;0;0;0;0
"42018021";2001;4201802;0;0;0;0;0
"42019011";2001;4201901;0;0;0;0;0
"42019501";2001;4201950;0;0;0;0;0
"42020081";2001;4202008;14;0;1;0;6
"42020571";2001;4202057;0;0;0;0;1
"42020731";2001;4202073;0;0;0;0;0
"42020811";2001;4202081;0;0;0;0;0
"42020991";2001;4202099;0;0;0;0;0
"42021071";2001;4202107;1;0;1;0;2
"42021311";2001;4202131;2;0;0;0;0
"42021561";2001;4202156;0;0;0;0;0
"42022061";2001;4202206;0;0;0;0;0
"42023051";2001;4202305;0;0;0;0;0
"42024041";2001;4202404;19;0;5;0;9
"42024381";2001;4202438;0;0;0;0;1
"42024531";2001;4202453;1;0;0;0;0
"42025031";2001;4202503;0;0;0;0;0
"42025371";2001;4202537;0;0;0;0;1
"42025781";2001;4202578;0;0;0;0;0
"42026021";2001;4202602;0;0;1;0;3
"42027011";2001;4202701;0;0;0;0;0
"42028001";2001;4202800;0;0;0;0;0
"42028591";2001;4202859;0;0;0;0;0
"42028751";2001;4202875;0;0;0;0;1
"42029091";2001;4202909;1;0;1;0;5
"42030061";2001;4203006;16;0;5;0;4
"42031051";2001;4203105;0;0;0;0;0
"42031541";2001;4203154;1;0;0;0;0
"42032041";2001;4203204;4;0;1;0;1
"42032531";2001;4203253;0;0;0;0;0
"42033031";2001;4203303;0;0;0;0;2
"42034021";2001;4203402;0;0;0;0;0
"42035011";2001;4203501;3;0;0;0;2
"42036001";2001;4203600;1;0;0;0;5
"42037091";2001;4203709;0;0;0;0;0
"42038081";2001;4203808;5;0;1;0;7
"42039071";2001;4203907;3;0;0;0;2
"42039561";2001;4203956;0;0;0;0;1
"42040041";2001;4204004;1;0;0;0;0
"42041031";2001;4204103;0;0;0;0;0
"42041521";2001;4204152;0;0;0;0;0
"42041781";2001;4204178;1;0;0;0;0
"42041941";2001;4204194;0;0;0;0;0
"42042021";2001;4204202;22;0;1;0;9
"42042511";2001;4204251;0;0;0;0;0
"42043011";2001;4204301;5;0;1;0;5
"42043501";2001;4204350;0;0;0;0;0
"42044001";2001;4204400;0;0;0;0;0
"42044591";2001;4204459;0;0;0;0;0
"42045091";2001;4204509;0;0;0;0;1
"42045581";2001;4204558;0;0;0;0;2
"42046081";2001;4204608;13;0;4;2;12
"42047071";2001;4204707;0;0;0;0;1
"42047561";2001;4204756;0;0;0;0;0
"42048061";2001;4204806;5;0;1;0;1
"42049051";2001;4204905;0;0;0;0;1
"42050011";2001;4205001;0;0;0;0;2
"42051001";2001;4205100;0;0;0;0;0
"42051591";2001;4205159;0;0;0;0;0
"42052091";2001;4205209;0;0;0;0;1
"42053081";2001;4205308;0;0;0;0;0
"42053571";2001;4205357;0;0;0;0;0
"42054071";2001;4205407;60;0;2;0;22
"42054311";2001;4205431;0;0;0;0;0
"42054561";2001;4205456;1;0;0;0;0
"42055061";2001;4205506;5;0;0;0;0
"42055551";2001;4205555;0;0;0;0;0
"42056051";2001;4205605;0;0;0;0;1
"42057041";2001;4205704;0;0;1;0;0
"42058031";2001;4205803;1;0;1;0;1
"42059021";2001;4205902;5;0;1;0;1
"42060091";2001;4206009;0;0;0;0;0
"42061081";2001;4206108;0;0;0;0;0
"42062071";2001;4206207;0;0;0;0;0
"42063061";2001;4206306;0;0;0;0;0
"42064051";2001;4206405;0;0;1;0;0
"42065041";2001;4206504;0;0;0;0;0
"42066031";2001;4206603;0;0;0;0;0
"42066521";2001;4206652;2;0;0;0;0
"42067021";2001;4206702;1;0;0;0;1
"4206751";2001;4206751;0;0;0;0;0
"42068011";2001;4206801;1;0;0;0;0
"42069001";2001;4206900;0;0;1;0;2
"42070071";2001;4207007;0;0;0;0;0
"42071061";2001;4207106;0;0;0;0;0
"42072051";2001;4207205;0;0;0;0;2
"42073041";2001;4207304;3;0;0;0;1
"42074031";2001;4207403;0;0;0;0;0
"42075021";2001;4207502;0;0;0;0;0
"42075771";2001;4207577;0;0;0;0;0
"42076011";2001;4207601;0;0;0;0;1
"42076501";2001;4207650;0;0;0;0;0
"42076841";2001;4207684;0;0;0;0;0
"42077001";2001;4207700;0;0;0;0;0
"42077591";2001;4207759;0;0;0;0;0
"42078091";2001;4207809;2;0;0;0;1
"42078581";2001;4207858;1;0;0;0;0
"42079081";2001;4207908;0;0;0;0;1
"42080051";2001;4208005;1;0;0;0;1
"42081041";2001;4208104;3;0;0;0;7
"42082031";2001;4208203;28;0;3;0;26
"42083021";2001;4208302;4;0;0;1;1
"42084011";2001;4208401;1;0;0;0;0
"42084501";2001;4208450;2;0;1;0;1
"42085001";2001;4208500;0;0;0;0;1
"42086091";2001;4208609;0;0;0;0;0
"42087081";2001;4208708;1;0;0;0;0
"42088071";2001;4208807;0;0;1;0;0
"42089061";2001;4208906;9;0;4;0;2
"42090031";2001;4209003;5;0;0;0;0
"42091021";2001;4209102;40;0;4;3;20
"42091511";2001;4209151;1;0;0;0;0
"42091771";2001;4209177;1;0;0;0;0
"42092011";2001;4209201;0;0;0;0;0
"42093001";2001;4209300;19;0;7;0;11
"42094091";2001;4209409;5;0;0;0;7
"42095081";2001;4209508;0;0;0;0;0
"42096071";2001;4209607;0;0;0;0;0
"42097061";2001;4209706;5;0;2;0;0
"42098051";2001;4209805;0;0;0;0;0
"42098541";2001;4209854;0;0;0;0;0
"42099041";2001;4209904;1;0;0;0;0
"42100011";2001;4210001;0;0;0;0;0
"42100351";2001;4210035;0;0;0;0;1
"4210050";2001;4210050;0;0;0;0;1
"42101001";2001;4210100;2;0;0;0;3
"42102091";2001;4210209;0;0;0;0;0
"42103081";2001;4210308;1;0;0;0;0
"42104071";2001;4210407;0;0;0;0;0
"42105061";2001;4210506;3;0;0;0;3
"42105551";2001;4210555;0;0;0;0;0
"42106051";2001;4210605;1;0;0;0;2
"42107041";2001;4210704;1;0;0;0;0
"42108031";2001;4210803;0;0;0;0;0
"42108521";2001;4210852;0;0;0;0;0
"42109021";2001;4210902;0;0;0;0;0
"42110091";2001;4211009;0;0;0;0;0
"42110581";2001;4211058;2;0;0;0;0
"42111081";2001;4211108;2;0;0;0;1
"42112071";2001;4211207;0;0;0;0;1
"42112561";2001;4211256;0;0;0;0;0
"42113061";2001;4211306;4;0;1;0;2
"42114051";2001;4211405;0;0;0;0;0
"42114541";2001;4211454;0;0;0;0;0
"42115041";2001;4211504;0;0;0;0;0
"42116031";2001;4211603;0;0;2;0;1
"42116521";2001;4211652;1;0;0;0;0
"42117021";2001;4211702;2;0;0;0;1
"42117511";2001;4211751;1;0;0;0;1
"42118011";2001;4211801;0;0;0;0;0
"42118501";2001;4211850;0;0;0;0;0
"42118761";2001;4211876;0;0;0;0;0
"42118921";2001;4211892;0;0;0;0;0
"42119001";2001;4211900;5;0;0;0;0
"42120071";2001;4212007;1;0;1;0;0
"42120561";2001;4212056;0;0;0;0;0
"42121061";2001;4212106;3;0;0;0;4
"42122051";2001;4212205;1;0;0;0;1
"42122391";2001;4212239;0;0;0;0;0
"42122541";2001;4212254;1;0;0;0;0
"42122701";2001;4212270;0;0;1;0;0
"42123041";2001;4212304;0;0;0;0;0
"42124031";2001;4212403;0;0;0;0;0
"42125021";2001;4212502;2;0;0;0;1
"42126011";2001;4212601;0;0;0;0;0
"42127001";2001;4212700;0;0;0;0;0
"42128091";2001;4212809;0;0;0;0;4
"42129081";2001;4212908;0;0;0;0;0
"42130051";2001;4213005;0;0;0;0;0
"42131041";2001;4213104;0;0;0;0;0
"42131531";2001;4213153;1;0;0;0;0
"42132031";2001;4213203;0;0;0;0;3
"42133021";2001;4213302;0;0;0;0;0
"42133511";2001;4213351;0;0;0;0;0
"42134011";2001;4213401;1;0;0;0;1
